ocid,id,initiationType,buyer_id,buyer_name,language,value_amount,value_currency,numberOfTenderers,date,tag,release_id,winer_name,numero,eligibilityCriteria,description
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Personal Técnico,Experiencia General,Experiencia Específica",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica,Experiencia Personal Técnico",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Experiencia,Oferta Económica,Otros Parámetros de Calificación,Experiencia Personal Técnico",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Experiencia,Oferta Económica,Otros Parámetros de Calificación,Experiencia Específica",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Certificados de calidad de bienes,Experiencia General,Experiencia Específica",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica,Experiencia Personal Técnico",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia Específica",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Personal Técnico",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Experiencia,Oferta Económica,Otros Parámetros de Calificación,Experiencia Específica",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Indices Financieros,Experiencia General,Experiencia Específica",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Experiencia General,Experiencia Específica",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica,Experiencia Personal Técnico",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Experiencia General,Experiencia Específica",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LS-GADMCCH-2022_001-2479,LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,tender,EC-RUC-1160836120001-2479,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,es,30472.99,USD,3,2022-04-12T06:12:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LS-GADMCCH-2022_001-2479-2022-04-12T11:08:22.585Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",De acuerdo a las necesidades del Gobierno Autónomo Descentralizado Municipal del cantón Chaguarpamba y tomando como base la recomendación de la Comisión Técnica
ocds-5wno2w-LICS-CBBF-01-2022-166651,LICS-CBBF-01-2022-166651-2022-04-26T11:11:50.160Z-compiled,tender,EC-RUC-1260018350001-166651,CUERPO DE BOMBEROS DEL CANTON BUENA FE,es,16600,USD,2,2022-04-26T06:17:43-05:00,"[""planning"",""tender"",""award"",""contract""]",LICS-CBBF-01-2022-166651-2022-04-26T11:11:50.160Z-compiled,SWEADEN COMPAÑIA DE SEGUROS Y REASEGUROS S.A.,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",SE ADJUDICA POR CUMPLIR LOS PLIEGOS
